Interval,DWA price
2020-03-31,84.40910818128573
2020-06-30,45.53728767851498
2020-09-30,47.839404574472766
2020-12-31,36.05705685911746
2021-03-31,55.33001481909045
2021-06-30,79.97906408554157
2021-09-30,66.46042923062983
2021-12-31,64.11629473750781
2022-03-31,87.33738885772347
2022-06-30,282.28340953846373
2022-09-30,259.3985791026263
2022-12-31,81.73893735072991
2023-03-31,100.52270124296132
2023-06-30,137.20146416544213
2023-09-30,116.06808458389297
2023-12-31,55.381054487094566
2024-03-31,85.90689648042479
2024-06-30,150.42928210901883
2024-09-30,203.8708606444772
2024-12-31,83.57063198013182
